Key:Lower:Value:Upper:Fixed:Stale:Domain,
(106,24):0:1.0:1:False:False:Binary
(106,25):0:1.0:1:False:False:Binary
(106,26):0:1.0:1:False:False:Binary
(106,27):0:-0.0:1:False:False:Binary
(106,28):0:1.0:1:False:False:Binary
(106,29):0:-0.0:1:False:False:Binary
(106,30):0:-0.0:1:False:False:Binary
(106,31):0:-0.0:1:False:False:Binary
(106,32):0:1.0:1:False:False:Binary
(106,33):0:1.0:1:False:False:Binary
(106,34):0:-0.0:1:False:False:Binary
(106,35):0:-0.0:1:False:False:Binary
(106,36):0:1.0:1:False:False:Binary
(106,37):0:1.0:1:False:False:Binary
(106,38):0:1.0:1:False:False:Binary
(106,39):0:1.0:1:False:False:Binary
(106,40):0:1.0:1:False:False:Binary
(106,41):0:-0.0:1:False:False:Binary
(106,42):0:-0.0:1:False:False:Binary
(106,43):0:-0.0:1:False:False:Binary
(106,44):0:1.0:1:False:False:Binary
(106,45):0:1.0:1:False:False:Binary
(106,46):0:-0.0:1:False:False:Binary
(106,47):0:-0.0:1:False:False:Binary
(106,48):0:-0.0:1:False:False:Binary
(106,49):0:-0.0:1:False:False:Binary
(106,50):0:-0.0:1:False:False:Binary
(106,51):0:1.0:1:False:False:Binary
(106,52):0:1.0:1:False:False:Binary
(106,53):0:1.0:1:False:False:Binary
(106,54):0:1.0:1:False:False:Binary
(106,55):0:-0.0:1:False:False:Binary
(106,56):0:-0.0:1:False:False:Binary
(106,57):0:-0.0:1:False:False:Binary
(106,58):0:1.0:1:False:False:Binary
(106,59):0:1.0:1:False:False:Binary
(106,60):0:-0.0:1:False:False:Binary
(106,61):0:-0.0:1:False:False:Binary
(106,62):0:-0.0:1:False:False:Binary
(106,63):0:1.0:1:False:False:Binary
(106,64):0:1.0:1:False:False:Binary
(106,65):0:-0.0:1:False:False:Binary
(106,66):0:-0.0:1:False:False:Binary
(106,67):0:-0.0:1:False:False:Binary
(106,68):0:-0.0:1:False:False:Binary
(106,69):0:1.0:1:False:False:Binary
(106,70):0:1.0:1:False:False:Binary
(106,71):0:-0.0:1:False:False:Binary
(106,72):0:1.0:1:False:False:Binary
(106,73):0:-0.0:1:False:False:Binary
(106,74):0:-0.0:1:False:False:Binary
(106,75):0:1.0:1:False:False:Binary
(106,76):0:1.0:1:False:False:Binary
(106,77):0:-0.0:1:False:False:Binary
(106,78):0:-0.0:1:False:False:Binary
(106,79):0:-0.0:1:False:False:Binary
(106,80):0:-0.0:1:False:False:Binary
(106,81):0:-0.0:1:False:False:Binary
(106,82):0:-0.0:1:False:False:Binary
(106,83):0:-0.0:1:False:False:Binary
(106,84):0:-0.0:1:False:False:Binary
(106,85):0:-0.0:1:False:False:Binary
(106,86):0:-0.0:1:False:False:Binary
(106,87):0:1.0:1:False:False:Binary
(106,88):0:-0.0:1:False:False:Binary
(106,89):0:1.0:1:False:False:Binary
(106,90):0:1.0:1:False:False:Binary
(106,91):0:1.0:1:False:False:Binary
(106,92):0:-0.0:1:False:False:Binary
(106,93):0:1.0:1:False:False:Binary
(106,94):0:1.0:1:False:False:Binary
(106,95):0:1.0:1:False:False:Binary
(106,96):0:0:1:True:True:Binary
(107,1):0:0:1:True:True:Binary
(107,2):0:0:1:True:True:Binary
(107,3):0:0:1:True:True:Binary
(107,4):0:0:1:True:True:Binary
(107,5):0:0:1:True:True:Binary
(107,6):0:0:1:True:True:Binary
(107,7):0:0:1:True:True:Binary
(107,8):0:-0.0:1:False:False:Binary
(107,9):0:-0.0:1:False:False:Binary
(107,10):0:-0.0:1:False:False:Binary
(107,11):0:-0.0:1:False:False:Binary
(107,12):0:-0.0:1:False:False:Binary
(107,13):0:-0.0:1:False:False:Binary
(107,14):0:-0.0:1:False:False:Binary
(107,15):0:-0.0:1:False:False:Binary
(107,16):0:-0.0:1:False:False:Binary
(107,17):0:-0.0:1:False:False:Binary
(107,18):0:-0.0:1:False:False:Binary
(107,19):0:-0.0:1:False:False:Binary
(107,20):0:-0.0:1:False:False:Binary
(107,21):0:-0.0:1:False:False:Binary
(107,22):0:-0.0:1:False:False:Binary
(107,23):0:-0.0:1:False:False:Binary
(107,24):0:-0.0:1:False:False:Binary
(107,25):0:1.0:1:False:False:Binary
(107,26):0:-0.0:1:False:False:Binary
(107,27):0:-0.0:1:False:False:Binary
(107,28):0:-0.0:1:False:False:Binary
(107,29):0:-0.0:1:False:False:Binary
(107,30):0:-0.0:1:False:False:Binary
(107,31):0:1.0:1:False:False:Binary
(107,32):0:1.0:1:False:False:Binary
(107,33):0:1.0:1:False:False:Binary
(107,34):0:1.0:1:False:False:Binary
(107,35):0:1.0:1:False:False:Binary
(107,36):0:1.0:1:False:False:Binary
(107,37):0:1.0:1:False:False:Binary
(107,38):0:1.0:1:False:False:Binary
(107,39):0:1.0:1:False:False:Binary
(107,40):0:1.0:1:False:False:Binary
(107,41):0:1.0:1:False:False:Binary
(107,42):0:1.0:1:False:False:Binary
(107,43):0:-0.0:1:False:False:Binary
(107,44):0:1.0:1:False:False:Binary
(107,45):0:-0.0:1:False:False:Binary
(107,46):0:-0.0:1:False:False:Binary
(107,47):0:-0.0:1:False:False:Binary
(107,48):0:-0.0:1:False:False:Binary
(107,49):0:-0.0:1:False:False:Binary
(107,50):0:-0.0:1:False:False:Binary
(107,51):0:-0.0:1:False:False:Binary
(107,52):0:1.0:1:False:False:Binary
(107,53):0:-0.0:1:False:False:Binary
(107,54):0:1.0:1:False:False:Binary
(107,55):0:-0.0:1:False:False:Binary
(107,56):0:-0.0:1:False:False:Binary
(107,57):0:-0.0:1:False:False:Binary
(107,58):0:-0.0:1:False:False:Binary
(107,59):0:1.0:1:False:False:Binary
(107,60):0:-0.0:1:False:False:Binary
(107,61):0:-0.0:1:False:False:Binary
(107,62):0:-0.0:1:False:False:Binary
(107,63):0:-0.0:1:False:False:Binary
(107,64):0:-0.0:1:False:False:Binary
(107,65):0:-0.0:1:False:False:Binary
(107,66):0:1.0:1:False:False:Binary
(107,67):0:1.0:1:False:False:Binary
(107,68):0:1.0:1:False:False:Binary
(107,69):0:1.0:1:False:False:Binary
(107,70):0:1.0:1:False:False:Binary
(107,71):0:1.0:1:False:False:Binary
(107,72):0:1.0:1:False:False:Binary
(107,73):0:-0.0:1:False:False:Binary
(107,74):0:1.0:1:False:False:Binary
(107,75):0:1.0:1:False:False:Binary
(107,76):0:1.0:1:False:False:Binary
(107,77):0:-0.0:1:False:False:Binary
(107,78):0:-0.0:1:False:False:Binary
(107,79):0:1.0:1:False:False:Binary
(107,80):0:-0.0:1:False:False:Binary
(107,81):0:1.0:1:False:False:Binary
(107,82):0:1.0:1:False:False:Binary
(107,83):0:1.0:1:False:False:Binary
(107,84):0:1.0:1:False:False:Binary
(107,85):0:1.0:1:False:False:Binary
(107,86):0:1.0:1:False:False:Binary
(107,87):0:1.0:1:False:False:Binary
(107,88):0:1.0:1:False:False:Binary
(107,89):0:1.0:1:False:False:Binary
(107,90):0:1.0:1:False:False:Binary
(107,91):0:0:1:True:True:Binary
(107,92):0:0:1:True:True:Binary
(107,93):0:0:1:True:True:Binary
(107,94):0:0:1:True:True:Binary
(107,95):0:0:1:True:True:Binary
(107,96):0:0:1:True:True:Binary
(108,1):0:0:1:True:True:Binary
(108,2):0:0:1:True:True:Binary
(108,3):0:0:1:True:True:Binary
(108,4):0:0:1:True:True:Binary
(108,5):0:0:1:True:True:Binary
(108,6):0:0:1:True:True:Binary
(108,7):0:0:1:True:True:Binary
(108,8):0:0:1:True:True:Binary
(108,9):0:-0.0:1:False:False:Binary
(108,10):0:-0.0:1:False:False:Binary
(108,11):0:-0.0:1:False:False:Binary
(108,12):0:-0.0:1:False:False:Binary
(108,13):0:-0.0:1:False:False:Binary
(108,14):0:-0.0:1:False:False:Binary
(108,15):0:-0.0:1:False:False:Binary
(108,16):0:-0.0:1:False:False:Binary
(108,17):0:-0.0:1:False:False:Binary
(108,18):0:-0.0:1:False:False:Binary
(108,19):0:-0.0:1:False:False:Binary
(108,20):0:-0.0:1:False:False:Binary
(108,21):0:-0.0:1:False:False:Binary
(108,22):0:-0.0:1:False:False:Binary
(108,23):0:-0.0:1:False:False:Binary
(108,24):0:-0.0:1:False:False:Binary
(108,25):0:-0.0:1:False:False:Binary
(108,26):0:-0.0:1:False:False:Binary
(108,27):0:-0.0:1:False:False:Binary
(108,28):0:-0.0:1:False:False:Binary
(108,29):0:-0.0:1:False:False:Binary
(108,30):0:-0.0:1:False:False:Binary
(108,31):0:1.0:1:False:False:Binary
(108,32):0:-0.0:1:False:False:Binary
(108,33):0:-0.0:1:False:False:Binary
(108,34):0:-0.0:1:False:False:Binary
(108,35):0:1.0:1:False:False:Binary
(108,36):0:-0.0:1:False:False:Binary
(108,37):0:1.0:1:False:False:Binary
(108,38):0:-0.0:1:False:False:Binary
(108,39):0:-0.0:1:False:False:Binary
(108,40):0:1.0:1:False:False:Binary
(108,41):0:-0.0:1:False:False:Binary
(108,42):0:-0.0:1:False:False:Binary
(108,43):0:-0.0:1:False:False:Binary
(108,44):0:1.0:1:False:False:Binary
(108,45):0:-0.0:1:False:False:Binary
(108,46):0:1.0:1:False:False:Binary
(108,47):0:-0.0:1:False:False:Binary
(108,48):0:1.0:1:False:False:Binary
(108,49):0:-0.0:1:False:False:Binary
(108,50):0:-0.0:1:False:False:Binary
(108,51):0:1.0:1:False:False:Binary
(108,52):0:1.0:1:False:False:Binary
(108,53):0:1.0:1:False:False:Binary
(108,54):0:-0.0:1:False:False:Binary
(108,55):0:-0.0:1:False:False:Binary
(108,56):0:1.0:1:False:False:Binary
(108,57):0:1.0:1:False:False:Binary
(108,58):0:-0.0:1:False:False:Binary
(108,59):0:1.0:1:False:False:Binary
(108,60):0:1.0:1:False:False:Binary
(108,61):0:1.0:1:False:False:Binary
(108,62):0:-0.0:1:False:False:Binary
(108,63):0:-0.0:1:False:False:Binary
(108,64):0:-0.0:1:False:False:Binary
(108,65):0:-0.0:1:False:False:Binary
(108,66):0:-0.0:1:False:False:Binary
(108,67):0:-0.0:1:False:False:Binary
(108,68):0:1.0:1:False:False:Binary
(108,69):0:1.0:1:False:False:Binary
(108,70):0:1.0:1:False:False:Binary
(108,71):0:-0.0:1:False:False:Binary
(108,72):0:-0.0:1:False:False:Binary
(108,73):0:-0.0:1:False:False:Binary
(108,74):0:1.0:1:False:False:Binary
(108,75):0:1.0:1:False:False:Binary
(108,76):0:-0.0:1:False:False:Binary
(108,77):0:-0.0:1:False:False:Binary
(108,78):0:-0.0:1:False:False:Binary
(108,79):0:-0.0:1:False:False:Binary
(108,80):0:-0.0:1:False:False:Binary
(108,81):0:-0.0:1:False:False:Binary
(108,82):0:-0.0:1:False:False:Binary
(108,83):0:-0.0:1:False:False:Binary
(108,84):0:-0.0:1:False:False:Binary
(108,85):0:-0.0:1:False:False:Binary
(108,86):0:-0.0:1:False:False:Binary
(108,87):0:1.0:1:False:False:Binary
(108,88):0:-0.0:1:False:False:Binary
(108,89):0:1.0:1:False:False:Binary
(108,90):0:-0.0:1:False:False:Binary
(108,91):0:1.0:1:False:False:Binary
(108,92):0:-0.0:1:False:False:Binary
(108,93):0:1.0:1:False:False:Binary
(108,94):0:1.0:1:False:False:Binary
(108,95):0:1.0:1:False:False:Binary
(108,96):0:1.0:1:False:False:Binary
(109,1):0:0:1:True:True:Binary
(109,2):0:-0.0:1:False:False:Binary
(109,3):0:-0.0:1:False:False:Binary
(109,4):0:1.0:1:False:False:Binary
(109,5):0:1.0:1:False:False:Binary
(109,6):0:1.0:1:False:False:Binary
(109,7):0:-0.0:1:False:False:Binary
(109,8):0:-0.0:1:False:False:Binary
(109,9):0:-0.0:1:False:False:Binary
(109,10):0:1.0:1:False:False:Binary
(109,11):0:-0.0:1:False:False:Binary
(109,12):0:-0.0:1:False:False:Binary
(109,13):0:1.0:1:False:False:Binary
(109,14):0:-0.0:1:False:False:Binary
(109,15):0:-0.0:1:False:False:Binary
(109,16):0:-0.0:1:False:False:Binary
(109,17):0:-0.0:1:False:False:Binary
(109,18):0:1.0:1:False:False:Binary
(109,19):0:1.0:1:False:False:Binary
(109,20):0:-0.0:1:False:False:Binary
(109,21):0:-0.0:1:False:False:Binary
(109,22):0:-0.0:1:False:False:Binary
(109,23):0:1.0:1:False:False:Binary
(109,24):0:-0.0:1:False:False:Binary
(109,25):0:1.0:1:False:False:Binary
(109,26):0:-0.0:1:False:False:Binary
(109,27):0:-0.0:1:False:False:Binary
(109,28):0:1.0:1:False:False:Binary
(109,29):0:-0.0:1:False:False:Binary
(109,30):0:-0.0:1:False:False:Binary
(109,31):0:1.0:1:False:False:Binary
(109,32):0:1.0:1:False:False:Binary
(109,33):0:1.0:1:False:False:Binary
(109,34):0:-0.0:1:False:False:Binary
(109,35):0:1.0:1:False:False:Binary
(109,36):0:1.0:1:False:False:Binary
(109,37):0:1.0:1:False:False:Binary
(109,38):0:1.0:1:False:False:Binary
(109,39):0:1.0:1:False:False:Binary
(109,40):0:1.0:1:False:False:Binary
(109,41):0:1.0:1:False:False:Binary
(109,42):0:1.0:1:False:False:Binary
(109,43):0:1.0:1:False:False:Binary
(109,44):0:1.0:1:False:False:Binary
(109,45):0:1.0:1:False:False:Binary
(109,46):0:1.0:1:False:False:Binary
(109,47):0:1.0:1:False:False:Binary
(109,48):0:1.0:1:False:False:Binary
(109,49):0:1.0:1:False:False:Binary
(109,50):0:1.0:1:False:False:Binary
(109,51):0:1.0:1:False:False:Binary
(109,52):0:1.0:1:False:False:Binary
(109,53):0:1.0:1:False:False:Binary
(109,54):0:1.0:1:False:False:Binary
(109,55):0:1.0:1:False:False:Binary
(109,56):0:-0.0:1:False:False:Binary
(109,57):0:1.0:1:False:False:Binary
(109,58):0:1.0:1:False:False:Binary
(109,59):0:1.0:1:False:False:Binary
(109,60):0:1.0:1:False:False:Binary
(109,61):0:1.0:1:False:False:Binary
(109,62):0:-0.0:1:False:False:Binary
(109,63):0:1.0:1:False:False:Binary
(109,64):0:1.0:1:False:False:Binary
(109,65):0:1.0:1:False:False:Binary
(109,66):0:1.0:1:False:False:Binary
(109,67):0:-0.0:1:False:False:Binary
(109,68):0:1.0:1:False:False:Binary
(109,69):0:1.0:1:False:False:Binary
(109,70):0:1.0:1:False:False:Binary
(109,71):0:1.0:1:False:False:Binary
(109,72):0:1.0:1:False:False:Binary
(109,73):0:1.0:1:False:False:Binary
(109,74):0:1.0:1:False:False:Binary
(109,75):0:1.0:1:False:False:Binary
(109,76):0:1.0:1:False:False:Binary
(109,77):0:1.0:1:False:False:Binary
(109,78):0:1.0:1:False:False:Binary
(109,79):0:-0.0:1:False:False:Binary
(109,80):0:1.0:1:False:False:Binary
(109,81):0:1.0:1:False:False:Binary
(109,82):0:1.0:1:False:False:Binary
(109,83):0:-0.0:1:False:False:Binary
(109,84):0:1.0:1:False:False:Binary
(109,85):0:1.0:1:False:False:Binary
(109,86):0:1.0:1:False:False:Binary
(109,87):0:1.0:1:False:False:Binary
(109,88):0:1.0:1:False:False:Binary
(109,89):0:1.0:1:False:False:Binary
(109,90):0:1.0:1:False:False:Binary
(109,91):0:1.0:1:False:False:Binary
(109,92):0:1.0:1:False:False:Binary
(109,93):0:0:1:True:True:Binary
(109,94):0:0:1:True:True:Binary
(109,95):0:0:1:True:True:Binary
(109,96):0:0:1:True:True:Binary
(110,1):0:0:1:True:True:Binary
(110,2):0:0:1:True:True:Binary
(110,3):0:0:1:True:True:Binary
(110,4):0:0:1:True:True:Binary
(110,5):0:0:1:True:True:Binary
(110,6):0:0:1:True:True:Binary
(110,7):0:0:1:True:True:Binary
(110,8):0:0:1:True:True:Binary
(110,9):0:1.0:1:False:False:Binary
(110,10):0:1.0:1:False:False:Binary
(110,11):0:1.0:1:False:False:Binary
(110,12):0:1.0:1:False:False:Binary
(110,13):0:-0.0:1:False:False:Binary
(110,14):0:1.0:1:False:False:Binary
(110,15):0:1.0:1:False:False:Binary
(110,16):0:1.0:1:False:False:Binary
(110,17):0:-0.0:1:False:False:Binary
(110,18):0:-0.0:1:False:False:Binary
(110,19):0:1.0:1:False:False:Binary
(110,20):0:1.0:1:False:False:Binary
(110,21):0:1.0:1:False:False:Binary
(110,22):0:-0.0:1:False:False:Binary
(110,23):0:-0.0:1:False:False:Binary
(110,24):0:1.0:1:False:False:Binary
(110,25):0:-0.0:1:False:False:Binary
(110,26):0:-0.0:1:False:False:Binary
(110,27):0:1.0:1:False:False:Binary
(110,28):0:1.0:1:False:False:Binary
(110,29):0:-0.0:1:False:False:Binary
(110,30):0:-0.0:1:False:False:Binary
(110,31):0:-0.0:1:False:False:Binary
(110,32):0:-0.0:1:False:False:Binary
(110,33):0:1.0:1:False:False:Binary
(110,34):0:-0.0:1:False:False:Binary
(110,35):0:-0.0:1:False:False:Binary
(110,36):0:1.0:1:False:False:Binary
(110,37):0:1.0:1:False:False:Binary
(110,38):0:-0.0:1:False:False:Binary
(110,39):0:1.0:1:False:False:Binary
(110,40):0:-0.0:1:False:False:Binary
(110,41):0:-0.0:1:False:False:Binary
(110,42):0:-0.0:1:False:False:Binary
(110,43):0:1.0:1:False:False:Binary
(110,44):0:1.0:1:False:False:Binary
(110,45):0:1.0:1:False:False:Binary
(110,46):0:-0.0:1:False:False:Binary
(110,47):0:-0.0:1:False:False:Binary
(110,48):0:-0.0:1:False:False:Binary
(110,49):0:-0.0:1:False:False:Binary
(110,50):0:1.0:1:False:False:Binary
(110,51):0:-0.0:1:False:False:Binary
(110,52):0:1.0:1:False:False:Binary
(110,53):0:-0.0:1:False:False:Binary
(110,54):0:1.0:1:False:False:Binary
(110,55):0:1.0:1:False:False:Binary
(110,56):0:-0.0:1:False:False:Binary
(110,57):0:-0.0:1:False:False:Binary
(110,58):0:-0.0:1:False:False:Binary
(110,59):0:1.0:1:False:False:Binary
(110,60):0:-0.0:1:False:False:Binary
(110,61):0:-0.0:1:False:False:Binary
(110,62):0:-0.0:1:False:False:Binary
(110,63):0:-0.0:1:False:False:Binary
(110,64):0:1.0:1:False:False:Binary
(110,65):0:-0.0:1:False:False:Binary
(110,66):0:-0.0:1:False:False:Binary
(110,67):0:-0.0:1:False:False:Binary
(110,68):0:-0.0:1:False:False:Binary
(110,69):0:-0.0:1:False:False:Binary
(110,70):0:-0.0:1:False:False:Binary
(110,71):0:-0.0:1:False:False:Binary
(110,72):0:-0.0:1:False:False:Binary
(110,73):0:1.0:1:False:False:Binary
(110,74):0:-0.0:1:False:False:Binary
(110,75):0:-0.0:1:False:False:Binary
(110,76):0:-0.0:1:False:False:Binary
(110,77):0:-0.0:1:False:False:Binary
(110,78):0:-0.0:1:False:False:Binary
(110,79):0:-0.0:1:False:False:Binary
(110,80):0:1.0:1:False:False:Binary
(110,81):0:-0.0:1:False:False:Binary
(110,82):0:-0.0:1:False:False:Binary
(110,83):0:-0.0:1:False:False:Binary
(110,84):0:-0.0:1:False:False:Binary
(110,85):0:-0.0:1:False:False:Binary
(110,86):0:-0.0:1:False:False:Binary
(110,87):0:-0.0:1:False:False:Binary
(110,88):0:-0.0:1:False:False:Binary
(110,89):0:1.0:1:False:False:Binary
(110,90):0:-0.0:1:False:False:Binary
(110,91):0:-0.0:1:False:False:Binary
(110,92):0:0:1:True:True:Binary
(110,93):0:0:1:True:True:Binary
(110,94):0:0:1:True:True:Binary
(110,95):0:0:1:True:True:Binary
(110,96):0:0:1:True:True:Binary
(111,1):0:0:1:True:True:Binary
(111,2):0:0:1:True:True:Binary
(111,3):0:0:1:True:True:Binary
(111,4):0:-0.0:1:False:False:Binary
(111,5):0:-0.0:1:False:False:Binary
(111,6):0:-0.0:1:False:False:Binary
(111,7):0:1.0:1:False:False:Binary
(111,8):0:1.0:1:False:False:Binary
(111,9):0:1.0:1:False:False:Binary
(111,10):0:-0.0:1:False:False:Binary
(111,11):0:-0.0:1:False:False:Binary
(111,12):0:-0.0:1:False:False:Binary
(111,13):0:-0.0:1:False:False:Binary
(111,14):0:1.0:1:False:False:Binary
(111,15):0:-0.0:1:False:False:Binary
(111,16):0:-0.0:1:False:False:Binary
(111,17):0:-0.0:1:False:False:Binary
(111,18):0:1.0:1:False:False:Binary
(111,19):0:-0.0:1:False:False:Binary
(111,20):0:-0.0:1:False:False:Binary
(111,21):0:1.0:1:False:False:Binary
(111,22):0:1.0:1:False:False:Binary
(111,23):0:-0.0:1:False:False:Binary
(111,24):0:-0.0:1:False:False:Binary
(111,25):0:-0.0:1:False:False:Binary
(111,26):0:-0.0:1:False:False:Binary
(111,27):0:-0.0:1:False:False:Binary
(111,28):0:-0.0:1:False:False:Binary
(111,29):0:-0.0:1:False:False:Binary
(111,30):0:-0.0:1:False:False:Binary
(111,31):0:-0.0:1:False:False:Binary
(111,32):0:1.0:1:False:False:Binary
(111,33):0:1.0:1:False:False:Binary
(111,34):0:-0.0:1:False:False:Binary
(111,35):0:-0.0:1:False:False:Binary
(111,36):0:-0.0:1:False:False:Binary
(111,37):0:-0.0:1:False:False:Binary
(111,38):0:-0.0:1:False:False:Binary
(111,39):0:1.0:1:False:False:Binary
(111,40):0:1.0:1:False:False:Binary
(111,41):0:1.0:1:False:False:Binary
(111,42):0:-0.0:1:False:False:Binary
(111,43):0:-0.0:1:False:False:Binary
(111,44):0:1.0:1:False:False:Binary
(111,45):0:-0.0:1:False:False:Binary
(111,46):0:1.0:1:False:False:Binary
(111,47):0:-0.0:1:False:False:Binary
(111,48):0:1.0:1:False:False:Binary
(111,49):0:-0.0:1:False:False:Binary
(111,50):0:1.0:1:False:False:Binary
(111,51):0:1.0:1:False:False:Binary
(111,52):0:1.0:1:False:False:Binary
(111,53):0:-0.0:1:False:False:Binary
(111,54):0:1.0:1:False:False:Binary
(111,55):0:-0.0:1:False:False:Binary
(111,56):0:-0.0:1:False:False:Binary
(111,57):0:-0.0:1:False:False:Binary
(111,58):0:-0.0:1:False:False:Binary
(111,59):0:1.0:1:False:False:Binary
(111,60):0:1.0:1:False:False:Binary
(111,61):0:1.0:1:False:False:Binary
(111,62):0:1.0:1:False:False:Binary
(111,63):0:1.0:1:False:False:Binary
(111,64):0:-0.0:1:False:False:Binary
(111,65):0:-0.0:1:False:False:Binary
(111,66):0:-0.0:1:False:False:Binary
(111,67):0:-0.0:1:False:False:Binary
(111,68):0:1.0:1:False:False:Binary
(111,69):0:1.0:1:False:False:Binary
(111,70):0:1.0:1:False:False:Binary
(111,71):0:1.0:1:False:False:Binary
(111,72):0:-0.0:1:False:False:Binary
(111,73):0:-0.0:1:False:False:Binary
(111,74):0:1.0:1:False:False:Binary
(111,75):0:-0.0:1:False:False:Binary
(111,76):0:-0.0:1:False:False:Binary
(111,77):0:-0.0:1:False:False:Binary
(111,78):0:-0.0:1:False:False:Binary
(111,79):0:1.0:1:False:False:Binary
(111,80):0:1.0:1:False:False:Binary
(111,81):0:-0.0:1:False:False:Binary
(111,82):0:-0.0:1:False:False:Binary
(111,83):0:1.0:1:False:False:Binary
(111,84):0:-0.0:1:False:False:Binary
(111,85):0:1.0:1:False:False:Binary
(111,86):0:1.0:1:False:False:Binary
(111,87):0:1.0:1:False:False:Binary
(111,88):0:0:1:True:True:Binary
(111,89):0:0:1:True:True:Binary
(111,90):0:0:1:True:True:Binary
(111,91):0:0:1:True:True:Binary
(111,92):0:0:1:True:True:Binary
(111,93):0:0:1:True:True:Binary
(111,94):0:0:1:True:True:Binary
(111,95):0:0:1:True:True:Binary
(111,96):0:0:1:True:True:Binary
(112,1):0:0:1:True:True:Binary
(112,2):0:0:1:True:True:Binary
(112,3):0:0:1:True:True:Binary
(112,4):0:0:1:True:True:Binary
(112,5):0:0:1:True:True:Binary
(112,6):0:0:1:True:True:Binary
(112,7):0:0:1:True:True:Binary
(112,8):0:0:1:True:True:Binary
(112,9):0:1.0:1:False:False:Binary
(112,10):0:-0.0:1:False:False:Binary
(112,11):0:-0.0:1:False:False:Binary
(112,12):0:-0.0:1:False:False:Binary
(112,13):0:1.0:1:False:False:Binary
(112,14):0:-0.0:1:False:False:Binary
(112,15):0:-0.0:1:False:False:Binary
(112,16):0:-0.0:1:False:False:Binary
(112,17):0:1.0:1:False:False:Binary
(112,18):0:-0.0:1:False:False:Binary
(112,19):0:1.0:1:False:False:Binary
(112,20):0:-0.0:1:False:False:Binary
(112,21):0:-0.0:1:False:False:Binary
(112,22):0:1.0:1:False:False:Binary
(112,23):0:-0.0:1:False:False:Binary
(112,24):0:1.0:1:False:False:Binary
(112,25):0:-0.0:1:False:False:Binary
(112,26):0:1.0:1:False:False:Binary
(112,27):0:1.0:1:False:False:Binary
(112,28):0:1.0:1:False:False:Binary
(112,29):0:1.0:1:False:False:Binary
(112,30):0:1.0:1:False:False:Binary
(112,31):0:1.0:1:False:False:Binary
(112,32):0:1.0:1:False:False:Binary
(112,33):0:1.0:1:False:False:Binary
(112,34):0:1.0:1:False:False:Binary
(112,35):0:1.0:1:False:False:Binary
(112,36):0:1.0:1:False:False:Binary
(112,37):0:1.0:1:False:False:Binary
(112,38):0:1.0:1:False:False:Binary
(112,39):0:1.0:1:False:False:Binary
(112,40):0:1.0:1:False:False:Binary
(112,41):0:1.0:1:False:False:Binary
(112,42):0:1.0:1:False:False:Binary
(112,43):0:1.0:1:False:False:Binary
(112,44):0:1.0:1:False:False:Binary
(112,45):0:1.0:1:False:False:Binary
(112,46):0:1.0:1:False:False:Binary
(112,47):0:1.0:1:False:False:Binary
(112,48):0:1.0:1:False:False:Binary
(112,49):0:1.0:1:False:False:Binary
(112,50):0:1.0:1:False:False:Binary
(112,51):0:1.0:1:False:False:Binary
(112,52):0:1.0:1:False:False:Binary
(112,53):0:1.0:1:False:False:Binary
(112,54):0:1.0:1:False:False:Binary
(112,55):0:1.0:1:False:False:Binary
(112,56):0:-0.0:1:False:False:Binary
(112,57):0:1.0:1:False:False:Binary
(112,58):0:1.0:1:False:False:Binary
(112,59):0:1.0:1:False:False:Binary
(112,60):0:1.0:1:False:False:Binary
(112,61):0:1.0:1:False:False:Binary
(112,62):0:1.0:1:False:False:Binary
(112,63):0:1.0:1:False:False:Binary
(112,64):0:1.0:1:False:False:Binary
(112,65):0:-0.0:1:False:False:Binary
(112,66):0:1.0:1:False:False:Binary
(112,67):0:1.0:1:False:False:Binary
(112,68):0:1.0:1:False:False:Binary
(112,69):0:1.0:1:False:False:Binary
(112,70):0:1.0:1:False:False:Binary
(112,71):0:-0.0:1:False:False:Binary
(112,72):0:1.0:1:False:False:Binary
(112,73):0:1.0:1:False:False:Binary
(112,74):0:1.0:1:False:False:Binary
(112,75):0:1.0:1:False:False:Binary
(112,76):0:1.0:1:False:False:Binary
(112,77):0:1.0:1:False:False:Binary
(112,78):0:1.0:1:False:False:Binary
(112,79):0:-0.0:1:False:False:Binary
(112,80):0:1.0:1:False:False:Binary
(112,81):0:1.0:1:False:False:Binary
(112,82):0:1.0:1:False:False:Binary
(112,83):0:1.0:1:False:False:Binary
(112,84):0:-0.0:1:False:False:Binary
(112,85):0:1.0:1:False:False:Binary
(112,86):0:1.0:1:False:False:Binary
(112,87):0:1.0:1:False:False:Binary
(112,88):0:1.0:1:False:False:Binary
(112,89):0:1.0:1:False:False:Binary
(112,90):0:1.0:1:False:False:Binary
(112,91):0:1.0:1:False:False:Binary
(112,92):0:1.0:1:False:False:Binary
(112,93):0:1.0:1:False:False:Binary
(112,94):0:0:1:True:True:Binary
(112,95):0:0:1:True:True:Binary
(112,96):0:0:1:True:True:Binary
(113,1):0:0:1:True:True:Binary
(113,2):0:0:1:True:True:Binary
(113,3):0:0:1:True:True:Binary
(113,4):0:0:1:True:True:Binary
(113,5):0:0:1:True:True:Binary
(113,6):0:0:1:True:True:Binary
(113,7):0:-0.0:1:False:False:Binary
(113,8):0:-0.0:1:False:False:Binary
(113,9):0:1.0:1:False:False:Binary
